id	grid_id	short_name	full_name	Country	impact_P	impact_P_Bio_Health	impact_P_Life_Earth	impact_P_Math_Comp	impact_P_Phy_Eng	impact_P_Soc_Hum	P_top10	collab_P	P_int_collab	P_OA	TCS	TNCS	P_industry_collab	PA_F_MF	dimensions_wos
385	grid.7122.6	Univ Debrecen	University of Debrecen	Hungary	3605	1589	643	214	1045	114	377.0	3605	2183.0	2574.0	25782.0	3765.0	239.0	33.7	76,917
389	grid.9679.1	Univ Pécs	University of Pécs	Hungary	2007	1344	219	58	281	105	196.0	2007	1048.0	1187.0	16490.0	2460.0	182.0	39.4	70,337
391	grid.9008.1	Univ Szeged	University of Szeged	Hungary	3620	1847	433	248	980	112	357.0	3620	2019.0	2579.0	42831.0	4408.0	310.0	36.8	78,371
394	grid.14013.37	Univ Iceland	University of Iceland	Iceland	3724	1630	860	159	688	388	584.0	3724	3104.0	2323.0	41164.0	5689.0	441.0	36.5	76,146
395	grid.7872.a	Univ Coll Cork	University College Cork	Ireland	5800	2454	1152	285	1447	462	852.0	5800	3674.0	3148.0	72622.0	9626.0	759.0	37.1	73,906
399	grid.8217.c	Trinity Coll Dublin	Trinity College Dublin, The University of Dublin	Ireland	7916	3841	735	457	1934	949	1346.0	7916	5332.0	4806.0	98605.0	12360.0	507.0	39.7	75,246
400	grid.7886.1	Univ Coll Dublin	University College Dublin	Ireland	9769	4173	1790	689	2055	1062	1428.0	9769	6791.0	6001.0	102192.0	14059.0	640.0	36.4	76,92
401	grid.15596.3e	Dublin City Univ	Dublin City University	Ireland	2356	591	120	252	979	414	284.0	2356	1710.0	1349.0	15455.0	2646.0	474.0	34.3	62,921
402	grid.6142.1	Natl Univ Ireland - Galway	National University of Ireland, Galway	Ireland	4506	2096	781	430	755	444	639.0	4506	3063.0	2669.0	41654.0	6147.0	276.0	35.2	73,958
403	grid.10049.3c	Univ Limerick	University of Limerick	Ireland	3071	1225	235	179	883	549	395.0	3071	1827.0	1713.0	23435.0	3751.0	116.0	34.9	72,188
405	grid.7010.6	Univ Politec Marche	Università Politecnica delle Marche	Italy	3999	1982	788	331	659	240	506.0	3999	1781.0	1652.0	31510.0	4686.0	155.0	42.4	74,575
407	grid.7644.1	Univ Bari Aldo Moro	University of Bari Aldo Moro	Italy	7117	3548	1381	287	1610	291	882.0	7117	3478.0	3853.0	72503.0	10036.0	429.0	43.4	81,079
409	grid.6292.f	Univ Bologna	University of Bologna	Italy	18288	7724	2550	1353	5429	1233	2413.0	18288	10352.0	10033.0	187423.0	25940.0	994.0	41.4	75,409
410	grid.7637.5	Brescia Univ	Brescia University	Italy	4275	2707	208	391	820	151	538.0	4275	2157.0	2268.0	39487.0	5564.0	262.0	39.9	78,988
411	grid.7763.5	Univ Cagliari	University of Cagliari	Italy	5099	1908	657	471	1776	287	538.0	5099	3052.0	2749.0	39472.0	5789.0	599.0	43.5	75,072
416	grid.8158.4	Univ Catania	University of Catania	Italy	7347	2881	1028	589	2607	243	1015.0	7347	3821.0	3702.0	58127.0	9182.0	652.0	36.3	78,215
417	grid.412451.7	Gabriele d'Annunzio Univ	Gabriele D'Annunzio University	Italy	3564	2482	342	101	333	307	443.0	3564	1847.0	1697.0	29105.0	4358.0	181.0	43.9	77,186
418	grid.8484.0	Univ Ferrara	University of Ferrara	Italy	5404	2643	629	286	1632	214	615.0	5404	3172.0	3101.0	51042.0	6780.0	327.0	39.9	81,423
419	grid.8404.8	Univ Florence	University of Florence	Italy	13152	6249	2274	873	3046	710	1749.0	13152	6751.0	7181.0	106992.0	16896.0	731.0	41.3	78,544
421	grid.5606.5	Univ Genoa	University of Genoa	Italy	9557	4694	879	611	3026	348	1199.0	9557	5366.0	5512.0	92971.0	11868.0	510.0	39.4	77,274
422	grid.158820.6	Univ l'Aquila	University of L'Aquila	Italy	3349	1362	387	537	951	113	400.0	3349	1416.0	1642.0	24358.0	3853.0	151.0	35.8	75,275
423	grid.9906.6	Univ Salento	Università del Salento	Italy	3046	393	508	367	1561	218	349.0	3046	1569.0	1597.0	27019.0	3521.0	78.0	37.5	77,988
424	grid.10438.3e	Univ Messina	University of Messina	Italy	5105	2822	679	287	1138	179	667.0	5105	2230.0	1885.0	40188.0	6276.0	218.0	43.8	77,56
426	grid.4643.5	Politec Milano	Politecnico di Milano	Italy	8525	1139	680	1940	4165	602	1117.0	8525	4726.0	4354.0	66153.0	10282.0	560.0	23.9	66,768
427	grid.8142.f	Univ Cattolica Sacro Cuore	Università Cattolica del Sacro Cuore	Italy	7190	5424	619	214	218	715	1040.0	7190	3190.0	3521.0	66265.0	10122.0	373.0	38.2	76,44
429	grid.4708.b	Univ Milan	University of Milan	Italy	20278	13011	2590	747	3254	677	2709.0	20278	10384.0	11839.0	197230.0	26984.0	1184.0	44.7	79,784
430	grid.7563.7	Univ Milano-Bicocca	University of Milano-Bicocca	Italy	8052	3248	812	574	2629	789	1096.0	8052	4914.0	4730.0	74749.0	11102.0	743.0	39.4	80,662
431	grid.7548.e	Univ Modena & Reggio Emilia	University of Modena and Reggio Emilia	Italy	5332	2936	557	373	1202	265	685.0	5332	2661.0	2814.0	44458.0	6470.0	293.0	43.3	77,8
433	grid.9841.4	Univ Campania Luigi Vanvitelli	"University of Campania ""Luigi Vanvitelli"""	Italy	5270	3427	417	256	912	259	636.0	5270	2170.0	2482.0	41994.0	6151.0	544.0	41.4	77,944
435	grid.4691.a	Univ Naples Federico II	University of Naples Federico II	Italy	15856	6530	2583	1193	5065	486	2112.0	15856	7986.0	7887.0	141842.0	20032.0	1022.0	37.8	80,537
436	grid.5608.b	Univ Padova	University of Padova	Italy	19674	8527	2710	1544	5618	1275	2707.0	19674	11535.0	11280.0	202171.0	26912.0	1080.0	37.2	79,377
437	grid.10776.37	Univ Palermo	University of Palermo	Italy	6671	2756	1445	481	1665	324	733.0	6671	2925.0	3215.0	52676.0	7573.0	236.0	36.0	77,541
438	grid.10383.39	Univ Parma	University of Parma	Italy	5504	2852	903	355	1172	223	682.0	5504	2656.0	2634.0	54301.0	6852.0	355.0	41.0	76,716
439	grid.8982.b	Univ Pavia	University of Pavia	Italy	7865	3530	871	562	2557	346	1092.0	7865	4632.0	4543.0	68481.0	10037.0	409.0	45.4	77,403
441	grid.5395.a	Univ Pisa	University of Pisa	Italy	12605	4990	2055	1160	3914	487	1635.0	12605	6874.0	7337.0	118787.0	16283.0	671.0	38.8	78,059
446	grid.7841.a	Sapienza Univ Rome	Sapienza University of Rome	Italy	23019	11188	2288	1743	6317	1483	2859.0	23019	11896.0	12821.0	215598.0	29824.0	1067.0	41.4	77,013
447	grid.6530.0	Univ Rome Tor Vergata	University of Rome Tor Vergata	Italy	9038	4058	439	813	3340	389	1038.0	9038	4970.0	5378.0	98951.0	11306.0	586.0	38.4	77,144
448	grid.8509.4	Roma Tre Univ	Roma Tre University	Italy	3494	338	680	492	1656	328	446.0	3494	2039.0	1944.0	28114.0	4255.0	102.0	33.3	73,351
450	grid.11450.31	Univ Sassari	University of Sassari	Italy	2903	1327	903	107	400	167	328.0	2903	1506.0	1425.0	20472.0	3361.0	132.0	38.9	81,432
451	grid.9024.f	Univ Siena	University of Siena	Italy	4783	2483	699	291	1056	255	581.0	4783	2652.0	2609.0	55854.0	6276.0	311.0	40.6	75,614
453	grid.4800.c	Politec Torino	Politecnico di Torino	Italy	6261	637	453	1379	3602	191	670.0	6261	3401.0	3029.0	39863.0	6297.0	722.0	25.9	66,132
454	grid.7605.4	Univ Turin	University of Turin	Italy	13482	6582	2253	618	3158	873	1797.0	13482	7427.0	8700.0	135872.0	18054.0	768.0	44.3	80,657
455	grid.11696.39	Univ Trento	University of Trento	Italy	5816	1077	561	831	2677	671	825.0	5816	4128.0	3756.0	63566.0	7968.0	460.0	23.5	74,294
456	grid.5133.4	Univ Trieste	University of Trieste	Italy	5212	1923	560	261	2278	191	650.0	5212	3283.0	3201.0	51059.0	6490.0	245.0	36.9	81,629
457	grid.5390.f	Univ Udine	University of Udine	Italy	3411	1300	519	364	1039	189	399.0	3411	1929.0	1865.0	31227.0	4185.0	194.0	37.6	79,331
461	grid.5611.3	Univ Verona	University of Verona	Italy	5514	4184	375	294	290	371	772.0	5514	2799.0	2804.0	50469.0	7313.0	257.0	37.1	77,335
472	grid.6441.7	Vilnius Univ	Vilnius University	Lithuania	3476	1161	296	261	1594	165	321.0	3476	2224.0	1988.0	27147.0	3631.0	183.0	37.5	68,301
473	grid.16008.3f	Univ Luxembourg	University of Luxembourg	Luxembourg	2410	479	158	648	622	503	375.0	2410	1954.0	1755.0	22281.0	3517.0	145.0	23.2	68,521
479	grid.7177.6	Univ Amsterdam	University of Amsterdam	Netherlands	25424	15492	1759	835	3326	4013	4645.0	25424	16071.0	17996.0	282579.0	41626.0	1746.0	38.4	79,56
480	grid.12380.38	Vrije Univ Amsterdam	Vrije Universiteit Amsterdam	Netherlands	19053	12371	1700	585	1275	3123	3330.0	19053	11698.0	13536.0	224882.0	30969.0	1360.0	40.4	78,628
482	grid.5292.c	Delft Univ Technol	Delft University of Technology	Netherlands	12667	1193	2250	2311	5986	927	1944.0	12667	8266.0	9019.0	116099.0	17451.0	1352.0	17.0	71,112
483	grid.6852.9	Eindhoven Univ Technol	Eindhoven University of Technology	Netherlands	6760	1055	201	1474	3590	440	1012.0	6760	3984.0	4551.0	66131.0	9288.0	1075.0	18.6	73,925
484	grid.6214.1	Univ Twente	University of Twente	Netherlands	6865	1809	908	815	2441	893	931.0	6865	4077.0	4368.0	59232.0	8935.0	622.0	22.5	73,845
485	grid.4830.f	Univ Groningen	University of Groningen	Netherlands	20076	11449	1683	739	3519	2686	3238.0	20076	12718.0	14412.0	239035.0	32319.0	1508.0	34.4	81,52
487	grid.5132.5	Leiden Univ	Leiden University	Netherlands	18484	11192	1268	509	3530	1985	3145.0	18484	11955.0	14157.0	209387.0	28872.0	1516.0	37.7	77,453
488	grid.5012.6	Maastricht Univ	Maastricht University	Netherlands	12805	9943	297	290	392	1884	2009.0	12805	8464.0	8845.0	120839.0	18078.0	985.0	35.9	76,724
489	grid.5590.9	Radboud Univ	Radboud University	Netherlands	18374	11513	1188	481	2695	2498	3183.0	18374	11558.0	13191.0	221103.0	29675.0	1208.0	38.1	79,658
490	grid.6906.9	Erasmus Univ Rotterdam	Erasmus University Rotterdam	Netherlands	17575	13658	504	502	249	2663	3246.0	17575	10809.0	12130.0	217034.0	31584.0	1505.0	39.5	67,92
491	grid.12295.3d	Tilburg Univ	Tilburg University	Netherlands	3021	965	57	229	30	1740	438.0	3021	1614.0	1982.0	18205.0	3778.0	70.0	38.6	68,814
493	grid.5477.1	Utrecht Univ	Utrecht University	Netherlands	24994	14406	4434	666	2401	3087	4583.0	24994	15430.0	17864.0	282645.0	40243.0	2027.0	36.2	80,42
494	grid.4818.5	Wageningen Univ & Res	Wageningen University & Research	Netherlands	11681	2330	6878	189	1018	1267	2149.0	11681	8266.0	7813.0	152232.0	20588.0	1246.0	31.4	84,505
495	grid.19477.3c	Norwegian Univ Life Sci	Norwegian University of Life Sciences	Norway	3152	597	1960	44	255	297	406.0	3152	2023.0	1902.0	25216.0	3906.0	315.0	34.9	84,373
497	grid.7914.b	Univ Bergen	University of Bergen	Norway	10428	5113	2471	503	1313	1030	1598.0	10428	7345.0	7521.0	112293.0	17277.0	688.0	34.2	80,212
499	grid.5510.1	Univ Oslo	University of Oslo	Norway	19130	10690	2552	761	2805	2322	3024.0	19130	12797.0	13895.0	212120.0	30388.0	1212.0	37.6	77,908
500	grid.18883.3a	Univ Stavanger	University of Stavanger	Norway	1817	467	237	173	542	398	218.0	1817	1057.0	860.0	10790.0	2058.0	92.0	32.8	66,284
501	grid.10919.30	UiT Artic Univ Norway	UiT The Arctic University of Norway	Norway	5354	2752	1392	212	476	522	712.0	5354	3589.0	4137.0	59748.0	8545.0	259.0	40.3	75,538
502	grid.5947.f	Norwegian Univ Sci & Technol	Norwegian University of Science and Technology	Norway	12133	3845	1811	1385	3962	1131	1573.0	12133	7414.0	7319.0	100687.0	15942.0	783.0	28.9	74,242
506	grid.6868.0	Gdańsk Univ Technol	Gdańsk University of Technology	Poland	2560	320	359	439	1395	47	250.0	2560	938.0	1037.0	16209.0	2541.0	54.0	33.4	75,548
507	grid.8585.0	Univ Gdańsk	University of Gdańsk	Poland	2465	615	892	163	651	144	182.0	2465	1079.0	1193.0	12212.0	1954.0	59.0	52.9	65,89
509	grid.6979.1	Silesian Univ Technol	Silesian University of Technology	Poland	2534	342	292	409	1436	56	151.0	2534	621.0	1155.0	12126.0	1891.0	67.0	32.8	72,003
511	grid.411728.9	Med Univ Silesia	Medical University of Silesia	Poland	2671	2382	105	6	156	22	181.0	2671	721.0	1568.0	19123.0	2642.0	145.0	46.6	79,877
512	grid.11866.38	Univ Silesia Katowice	University of Silesia in Katowice	Poland	2661	353	713	202	1341	53	144.0	2661	1060.0	1313.0	12698.0	1959.0	36.0	46.4	75,68
514	grid.9922.0	AGH Univ Sci & Technol	AGH University of Science and Technology	Poland	5284	335	561	822	3502	64	407.0	5284	2371.0	2631.0	30260.0	4591.0	153.0	30.1	78,808
516	grid.5522.0	Jagiellonian Univ	Jagiellonian University	Poland	10090	4688	1211	578	3146	467	943.0	10090	4961.0	5962.0	87442.0	12662.0	337.0	45.9	78,314
517	grid.412284.9	Łódź Univ Technol	Łódź University of Technology	Poland	2721	418	324	385	1559	35	198.0	2721	875.0	1145.0	14384.0	2288.0	84.0	41.0	76,219
518	grid.10789.37	Univ Łódź	University of Łódź	Poland	2394	671	630	138	757	200	155.0	2394	920.0	1213.0	11457.0	1895.0	33.0	49.7	58,946
519	grid.29328.32	Maria Curie-Sklodowska Univ	Maria Curie-Sklodowska University	Poland	2068	339	478	124	1073	55	87.0	2068	648.0	961.0	9117.0	1311.0	31.0	49.4	67,754
521	grid.412607.6	Univ Warmia & Mazury Olsztyn	University of Warmia and Mazury in Olsztyn	Poland	2410	878	1071	133	264	65	138.0	2410	592.0	1325.0	9522.0	1734.0	49.0	46.9	72,169
522	grid.5633.3	Adam Mickiewicz Univ Poznan	Adam Mickiewicz University in Poznań	Poland	4504	710	1278	352	1839	325	368.0	4504	2022.0	2149.0	31083.0	4343.0	65.0	36.1	64,541
525	grid.22254.33	Poznań Univ Med Sci	Poznań University of Medical Sciences	Poland	3170	2764	141	10	204	51	250.0	3170	1003.0	1894.0	19415.0	2802.0	162.0	51.1	80,36
526	grid.6963.a	Poznań Univ Technol	Poznań University of Technology	Poland	1896	195	165	435	1079	23	157.0	1896	480.0	735.0	11077.0	1739.0	45.0	29.0	73,246
531	grid.5374.5	Nicolaus Copernicus Univ Toruń	Nicolaus Copernicus University in Toruń	Poland	3195	1174	496	250	1161	114	238.0	3195	1270.0	1715.0	17725.0	2906.0	68.0	43.8	58,65
536	grid.13339.3b	Med Univ Warsaw	Medical University of Warsaw	Poland	4489	3977	213	19	205	76	354.0	4489	1394.0	2539.0	28354.0	4272.0	189.0	49.7	80,081
538	grid.12847.38	Univ Warsaw	University of Warsaw	Poland	7196	1143	921	784	3656	692	687.0	7196	4087.0	4543.0	68976.0	8177.0	159.0	32.8	69,802
539	grid.1035.7	Warsaw Univ Technol	Warsaw University of Technology	Poland	4995	461	265	767	3452	51	401.0	4995	2457.0	2544.0	27096.0	4356.0	326.0	28.1	73,821
540	grid.13276.31	Warsaw Univ Life Sci	Warsaw University of Life Sciences	Poland	2379	598	1353	52	325	52	182.0	2379	763.0	1367.0	13782.0	2106.0	48.0	56.5	76,675
541	grid.411200.6	Wrocław Univ Environ & Life Sci	Wroclaw University of Environmental and Life Sciences	Poland	1749	566	907	34	208	34	114.0	1749	489.0	1026.0	8005.0	1351.0	28.0	50.7	86,925
542	grid.8505.8	Univ Wrocław	University of Wrocław	Poland	3283	582	764	344	1432	162	247.0	3283	1638.0	1694.0	15792.0	2810.0	35.0	40.9	71,663
543	grid.4495.c	Wrocław Med Univ	Wrocław Medical University	Poland	2943	2552	145	6	199	41	282.0	2943	1057.0	1843.0	36708.0	4495.0	223.0	49.8	82,776
545	grid.7005.2	Wrocław Univ Sci & Technol	Wrocław University of Science and Technology	Poland	3671	473	273	650	2214	61	240.0	3671	1348.0	1632.0	17507.0	2855.0	97.0	31.9	74,61
547	grid.7311.4	Univ Aveiro	University of Aveiro	Portugal	6785	1084	1928	610	2808	355	741.0	6785	4131.0	2857.0	50798.0	7266.0	213.0	44.1	76,615
548	grid.10328.38	Univ Minho	University of Minho	Portugal	5963	1790	817	473	2166	718	692.0	5963	3750.0	3902.0	47592.0	6743.0	141.0	43.8	68,428
549	grid.8051.c	Univ Coimbra	University of Coimbra	Portugal	7700	2802	1300	655	2347	596	872.0	7700	4551.0	3893.0	66624.0	9175.0	309.0	45.8	71,892
559	grid.10772.33	Univ Nova Lisboa	Universidade Nova de Lisboa	Portugal	6427	1994	1119	592	2070	653	812.0	6427	4002.0	3504.0	51651.0	7623.0	245.0	50.1	73,585
561	grid.5808.5	Univ Porto	University of Porto	Portugal	14497	6152	2989	881	3683	792	1817.0	14497	8326.0	7303.0	144795.0	20155.0	562.0	48.0	73,787
570	grid.5100.4	Univ Bucharest	University of Bucharest	Romania	2140	291	394	275	1008	174	189.0	2140	1084.0	894.0	11596.0	2031.0	86.0	53.2	70,145
571	grid.4551.5	Polytech Univ Bucarest	Polytechnic University of Bucharest	Romania	2297	213	115	425	1522	22	201.0	2297	1236.0	1051.0	15901.0	2100.0	81.0	43.6	53,575
572	grid.7399.4	Babeș-Bolyai Univ	Babeș-Bolyai University	Romania	2410	349	505	400	888	268	229.0	2410	1546.0	1005.0	13106.0	2266.0	68.0	44.7	72,727
592	grid.47716.33	Nagoya Inst Technol	Nagoya Institute of Technology	Japan	1667	226	47	182	1205	8	86.0	1667	521.0	567.0	7861.0	1081.0	194.0	8.9	43,474
594	grid.268446.a	Yokohama Natl Univ	Yokohama National University	Japan	1887	142	247	245	1164	89	117.0	1887	585.0	859.0	9744.0	1451.0	235.0	10.9	38,22
608	grid.7634.6	Comenius Univ Bratislava	Comenius University in Bratislava	Slovakia	4750	1869	746	202	1795	139	426.0	4750	3184.0	2578.0	31772.0	4878.0	570.0	37.8	77,391
611	grid.440789.6	Slovak Univ Technol Bratislava	Slovak University of Technology in Bratislava	Slovakia	1701	159	224	370	927	21	104.0	1701	905.0	556.0	7370.0	1198.0	69.0	28.1	56,851
619	grid.8954.0	Univ Ljubljana	University of Ljubljana	Slovenia	7955	2449	1197	951	2730	629	868.0	7955	4548.0	4345.0	65684.0	9276.0	457.0	37.6	75,539
620	grid.8647.d	Univ Maribor	University of Maribor	Slovenia	2135	373	214	494	831	223	244.0	2135	1140.0	1001.0	13474.0	2461.0	90.0	33.1	74,576
621	grid.7159.a	Univ Alcalá	University of Alcalá	Spain	3138	1179	638	429	676	217	344.0	3138	1611.0	1406.0	23385.0	3699.0	147.0	36.0	70,046
622	grid.5268.9	Univ Alicante	University of Alicante	Spain	3300	546	742	376	1209	427	292.0	3300	1529.0	2450.0	21027.0	3257.0	73.0	31.3	71,834
623	grid.8393.1	Univ Extremadura	University of Extremadura	Spain	2806	776	798	324	573	336	272.0	2806	1286.0	1255.0	23119.0	3753.0	47.0	31.1	71,993
625	grid.7080.f	Univ Aut Barcelona	Universitat Autònoma de Barcelona	Spain	13431	6654	2466	925	2112	1275	1893.0	13431	7988.0	8187.0	124727.0	17767.0	762.0	42.8	75,016
626	grid.5841.8	Univ Barcelona	University of Barcelona	Spain	16705	8622	2749	507	3449	1378	2499.0	16705	10635.0	11025.0	190677.0	26280.0	1007.0	43.3	76,52
627	grid.6835.8	Univ Politècnica Catalunya - BarcelonaTech	Universitat Politècnica de Catalunya, BarcelonaTech	Spain	6637	622	949	1881	2941	245	637.0	6637	3706.0	5507.0	41569.0	6636.0	444.0	23.4	73,904
628	grid.5612.0	Pompeu Fabra Univ	Pompeu Fabra University	Spain	4584	2590	625	352	132	885	799.0	4584	3115.0	3415.0	55832.0	7497.0	273.0	40.4	71,536
631	grid.7759.c	Univ Cádiz	University of Cádiz	Spain	2448	520	714	368	652	194	229.0	2448	1252.0	1026.0	17853.0	2674.0	66.0	35.7	76,039
634	grid.8048.4	Univ Castilla-La Mancha	University of Castilla-La Mancha	Spain	4294	1118	1100	532	1087	458	400.0	4294	2068.0	1972.0	28298.0	4250.0	121.0	34.5	77,397
635	grid.411901.c	Univ Cordoba	University of Cordoba	Spain	3682	1146	1360	203	769	204	365.0	3682	1945.0	1614.0	28878.0	3839.0	158.0	34.8	73,369
637	grid.5319.e	Univ Girona	University of Girona	Spain	2636	665	746	152	781	291	347.0	2636	1400.0	1312.0	23018.0	3243.0	78.0	37.3	76,309
638	grid.4489.1	Univ Granada	University of Granada	Spain	9792	3283	1875	1314	2272	1050	1130.0	9792	5793.0	4920.0	84309.0	11673.0	250.0	36.5	76,149
640	grid.21507.31	Univ Jaén	University of Jaén	Spain	2151	553	513	351	501	234	187.0	2151	988.0	797.0	11630.0	1971.0	31.0	32.3	74,68
641	grid.8073.c	Univ A Coruña	University of A Coruña	Spain	2469	762	456	400	554	297	240.0	2469	1144.0	1079.0	19645.0	2746.0	84.0	38.4	70,559
642	grid.10041.34	Univ La Laguna	Universidad de La Laguna	Spain	3581	682	409	245	1991	256	382.0	3581	2521.0	2422.0	39267.0	4669.0	169.0	32.2	80,554
643	grid.4521.2	Univ Las Palmas Gran Canaria	University of Las Palmas de Gran Canaria	Spain	1905	557	585	236	259	269	176.0	1905	909.0	895.0	13891.0	2121.0	73.0	29.7	71,202
644	grid.11480.3c	Univ Basque Country	University of the Basque Country	Spain	9647	2670	1176	813	4143	846	1074.0	9647	5493.0	4798.0	79692.0	10788.0	374.0	39.1	76,641
646	grid.15043.33	Univ Lleida	University of Lleida	Spain	2152	656	880	144	287	186	252.0	2152	1078.0	1417.0	15671.0	2365.0	110.0	43.8	78,009
648	grid.5515.4	Univ Aut Madrid	Universidad Autónoma de Madrid	Spain	10986	4342	1194	621	3983	847	1493.0	10986	6725.0	7143.0	126829.0	16486.0	471.0	42.9	77,79
649	grid.4795.f	Complutense Univ Madrid	Complutense University of Madrid	Spain	13241	5909	2206	861	3303	963	1453.0	13241	6975.0	7094.0	103025.0	14894.0	1036.0	43.1	69,77
650	grid.10702.34	Natl Distance Educ Univ	National Distance Education University	Spain	2002	248	173	313	787	482	138.0	2002	989.0	873.0	12603.0	1915.0	394.0	32.4	56,458
651	grid.5690.a	Tech Univ Madrid	Technical University of Madrid	Spain	6982	945	1474	1436	2766	361	706.0	6982	3615.0	3841.0	46977.0	7719.0	682.0	27.3	76,644
654	grid.10215.37	Univ Malaga	University of Malaga	Spain	4129	1323	713	779	868	446	432.0	4129	1934.0	1972.0	28252.0	4415.0	170.0	34.4	66,812
655	grid.28479.30	Rey Juan Carlos Univ	Rey Juan Carlos University	Spain	2787	903	619	379	567	320	285.0	2787	1300.0	1330.0	17999.0	2901.0	72.0	37.2	71,861
656	grid.10586.3a	Univ Murcia	University of Murcia	Spain	4782	2402	969	505	493	413	508.0	4782	2412.0	2291.0	31004.0	5037.0	191.0	38.4	71,173
657	grid.10863.3c	Univ Oviedo	University of Oviedo	Spain	5509	1416	926	642	2008	518	576.0	5509	2950.0	3149.0	50711.0	6313.0	196.0	33.9	77,449
658	grid.9563.9	Univ Balearic Islands	University of the Balearic Islands	Spain	2927	633	859	217	887	332	405.0	2927	1900.0	1533.0	34829.0	4032.0	62.0	28.5	75,196
659	grid.5924.a	Univ Navarra	University of Navarra	Spain	3518	2300	350	138	356	374	561.0	3518	1943.0	1960.0	43573.0	5070.0	271.0	43.5	69,34
662	grid.11762.33	Univ Salamanca	University of Salamanca	Spain	4178	1902	766	348	744	418	467.0	4178	2138.0	2306.0	30845.0	4798.0	206.0	39.2	64,578
663	grid.7821.c	Univ Cantabria	University of Cantabria	Spain	3343	895	486	391	1327	243	426.0	3343	1946.0	2299.0	35274.0	4574.0	143.0	31.9	72,852
664	grid.11794.3a	Univ Santiago Compostela	University of Santiago de Compostela	Spain	6227	2044	1474	443	1834	433	680.0	6227	3595.0	3125.0	49644.0	7016.0	188.0	38.3	78,622
665	grid.9224.d	Univ Seville	University of Seville	Spain	9008	2821	1388	1412	2685	704	936.0	9008	4466.0	4458.0	61788.0	9626.0	710.0	36.6	72,032
666	grid.410367.7	Univ Rovira & Virgili	Universitat Rovira i Virgili	Spain	3960	1306	714	328	1140	473	510.0	3960	2089.0	1906.0	32120.0	4688.0	186.0	42.9	77,296
667	grid.157927.f	Univ Politècnica València	Universitat Politècnica de València	Spain	7078	843	1344	1677	2770	443	676.0	7078	3515.0	5240.0	48042.0	7367.0	269.0	29.2	73,044
